;Identifiant du compteur;Nom du compteur;Identifiant du site de comptage;Nom du site de comptage;Comptage horaire;Date et heure de comptage;Date d'installation du site de comptage;Coordonnées géographiques;mois_annee_comptage;date_heure;annee;mois;jour;jour_sem;heure;Saisons;Lat;Lon;code_postal;degrés;pluie%;vent_kmh;coco
0;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;0.0;2022-01-01T00:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-01 00:00:00;2022;1;1;5;0;hiver;48.83504;2.33314;75014;10.8;93.0;5.4;Nuageux
1;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;5.0;2022-01-01T07:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-01 07:00:00;2022;1;1;5;7;hiver;48.83504;2.33314;75014;8.6;97.0;5.4;Nuageux
2;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;14.0;2022-01-01T20:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-01 20:00:00;2022;1;1;5;20;hiver;48.83504;2.33314;75014;10.1;87.0;5.4;Clair
3;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;1.0;2022-01-02T00:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-02 00:00:00;2022;1;2;6;0;hiver;48.83504;2.33314;75014;9.7;83.0;7.6;Nuageux
4;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;2.0;2022-01-02T01:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-02 01:00:00;2022;1;2;6;1;hiver;48.83504;2.33314;75014;9.8;83.0;7.6;Nuageux
5;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;5.0;2022-01-02T07:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-02 07:00:00;2022;1;2;6;7;hiver;48.83504;2.33314;75014;10.9;76.0;7.6;Nuageux
6;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;6.0;2022-01-02T08:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-02 08:00:00;2022;1;2;6;8;hiver;48.83504;2.33314;75014;11.3;76.0;5.4;Nuageux
7;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;19.0;2022-01-02T09:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-02 09:00:00;2022;1;2;6;9;hiver;48.83504;2.33314;75014;11.2;81.0;5.4;Nuageux
8;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;52.0;2022-01-02T14:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-02 14:00:00;2022;1;2;6;14;hiver;48.83504;2.33314;75014;14.0;77.0;18.4;Nuageux
9;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;63.0;2022-01-02T16:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-02 16:00:00;2022;1;2;6;16;hiver;48.83504;2.33314;75014;13.9;76.0;24.1;Nuageux
10;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;24.0;2022-01-02T18:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-02 18:00:00;2022;1;2;6;18;hiver;48.83504;2.33314;75014;13.5;76.0;18.4;Nuageux
11;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;11.0;2022-01-02T21:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-02 21:00:00;2022;1;2;6;21;hiver;48.83504;2.33314;75014;12.9;74.0;20.5;Nuageux
12;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;13.0;2022-01-01T01:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-01 01:00:00;2022;1;1;5;1;hiver;48.83504;2.33314;75014;10.7;95.0;5.4;Nuageux
13;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;5.0;2022-01-02T23:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-02 23:00:00;2022;1;2;6;23;hiver;48.83504;2.33314;75014;12.2;76.0;14.8;Nuageux
14;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;13.0;2022-01-01T03:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-01 03:00:00;2022;1;1;5;3;hiver;48.83504;2.33314;75014;10.1;95.0;7.6;Nuageux
15;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;1.0;2022-01-03T01:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-03 01:00:00;2022;1;3;0;1;hiver;48.83504;2.33314;75014;11.5;79.0;11.2;Nuageux
16;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;6.0;2022-01-01T05:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-01 05:00:00;2022;1;1;5;5;hiver;48.83504;2.33314;75014;9.4;96.0;9.4;Nuageux
17;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;0.0;2022-01-03T02:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-03 02:00:00;2022;1;3;0;2;hiver;48.83504;2.33314;75014;11.3;80.0;11.2;Nuageux
18;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;7.0;2022-01-01T06:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-01 06:00:00;2022;1;1;5;6;hiver;48.83504;2.33314;75014;8.8;97.0;7.6;Nuageux
19;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;1.0;2022-01-03T04:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-03 04:00:00;2022;1;3;0;4;hiver;48.83504;2.33314;75014;10.9;84.0;9.4;Nuageux
20;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;9.0;2022-01-01T09:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-01 09:00:00;2022;1;1;5;9;hiver;48.83504;2.33314;75014;8.2;98.0;7.6;Nuageux
21;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;65.0;2022-01-03T11:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-03 11:00:00;2022;1;3;0;11;hiver;48.83504;2.33314;75014;11.9;81.0;20.5;Pluie
22;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;59.0;2022-01-01T14:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-01 14:00:00;2022;1;1;5;14;hiver;48.83504;2.33314;75014;13.4;71.0;11.2;Clair
23;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;53.0;2022-01-03T12:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-03 12:00:00;2022;1;3;0;12;hiver;48.83504;2.33314;75014;12.4;80.0;20.5;Pluie
24;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;30.0;2022-01-01T17:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-01 17:00:00;2022;1;1;5;17;hiver;48.83504;2.33314;75014;11.1;84.0;9.4;Clair
25;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;58.0;2022-01-03T13:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-03 13:00:00;2022;1;3;0;13;hiver;48.83504;2.33314;75014;12.9;76.0;20.5;Pluie
26;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;18.0;2022-01-01T19:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-01 19:00:00;2022;1;1;5;19;hiver;48.83504;2.33314;75014;11.1;83.0;7.6;Clair
27;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;35.0;2022-01-03T15:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-03 15:00:00;2022;1;3;0;15;hiver;48.83504;2.33314;75014;12.1;88.0;11.2;Pluie
28;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;13.0;2022-01-01T21:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-01 21:00:00;2022;1;1;5;21;hiver;48.83504;2.33314;75014;9.6;87.0;7.6;Nuageux
29;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;41.0;2022-01-03T18:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-03 18:00:00;2022;1;3;0;18;hiver;48.83504;2.33314;75014;11.8;95.0;18.4;Pluie
30;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;3.0;2022-01-02T02:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-02 02:00:00;2022;1;2;6;2;hiver;48.83504;2.33314;75014;9.8;84.0;9.4;Nuageux
31;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;40.0;2022-01-03T19:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-03 19:00:00;2022;1;3;0;19;hiver;48.83504;2.33314;75014;11.9;92.0;22.3;Pluie
32;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;1.0;2022-01-02T05:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-02 05:00:00;2022;1;2;6;5;hiver;48.83504;2.33314;75014;10.0;81.0;9.4;Nuageux
33;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;18.0;2022-01-03T20:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-03 20:00:00;2022;1;3;0;20;hiver;48.83504;2.33314;75014;11.9;91.0;18.4;Pluie
34;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;43.0;2022-01-02T12:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-02 12:00:00;2022;1;2;6;12;hiver;48.83504;2.33314;75014;13.4;78.0;20.5;Nuageux
35;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;8.0;2022-01-03T21:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-03 21:00:00;2022;1;3;0;21;hiver;48.83504;2.33314;75014;12.0;90.0;18.4;Pluie
36;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;90.0;2022-01-02T15:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-02 15:00:00;2022;1;2;6;15;hiver;48.83504;2.33314;75014;14.2;75.0;16.6;Nuageux
37;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;2.0;2022-01-03T22:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-03 22:00:00;2022;1;3;0;22;hiver;48.83504;2.33314;75014;12.0;89.0;16.6;Pluie
38;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;20.0;2022-01-02T19:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-02 19:00:00;2022;1;2;6;19;hiver;48.83504;2.33314;75014;13.3;75.0;16.6;Nuageux
39;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;1.0;2022-01-04T01:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-04 01:00:00;2022;1;4;1;1;hiver;48.83504;2.33314;75014;11.4;95.0;13.0;Pluie
40;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;2.0;2022-01-02T22:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-02 22:00:00;2022;1;2;6;22;hiver;48.83504;2.33314;75014;12.7;74.0;24.1;Nuageux
41;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;0.0;2022-01-04T04:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-04 04:00:00;2022;1;4;1;4;hiver;48.83504;2.33314;75014;9.2;96.0;11.2;Pluie
42;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;3.0;2022-01-03T05:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-03 05:00:00;2022;1;3;0;5;hiver;48.83504;2.33314;75014;10.8;83.0;13.0;Nuageux
43;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;58.0;2022-01-04T13:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-04 13:00:00;2022;1;4;1;13;hiver;48.83504;2.33314;75014;9.4;89.0;11.2;Pluie
44;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;62.0;2022-01-03T07:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-03 07:00:00;2022;1;3;0;7;hiver;48.83504;2.33314;75014;11.0;83.0;14.8;Nuageux
45;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;9.0;2022-01-01T02:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-01 02:00:00;2022;1;1;5;2;hiver;48.83504;2.33314;75014;10.5;94.0;7.6;Nuageux
46;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;39.0;2022-01-04T16:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-04 16:00:00;2022;1;4;1;16;hiver;48.83504;2.33314;75014;9.6;83.0;9.4;Nuageux
47;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;105.0;2022-01-03T09:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-03 09:00:00;2022;1;3;0;9;hiver;48.83504;2.33314;75014;11.1;86.0;13.0;Nuageux
48;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;16.0;2022-01-01T04:00:00+01:00;2012-02-22;48.83504,2.33314;2022-01;2022-01-01 04:00:00;2022;1;1;5;4;hiver;48.83504;2.33314;75014;9.6;95.0;7.6;Nuageux
